web-scraper-order,web-scraper-start-url,user,comment
1642518657-2265,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyễn Danh DươNg,Mấy anh chị em nên học thuộc lòng mấy câu này trước cho đỡ bỡ ngỡ sau này nha ;))
1642518657-2294,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Út Quyền,đồ dịu dàng nền nã cho nhân viên chị bận đi nhé
1642518657-2318,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyễn Hoàng Sơn,Này bán trấn an tinh thần nè
1642518657-2352,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Dayy Thẻo,Cb đóng cửa hàng là vừa nha cj iu
1642518657-2324,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Khó Ưa,Namo adidaphat
1642518657-2307,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Yến Thy,Tết này nghĩ ăn tết là vừa rồi bà ơii=))
1642518657-2237,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Quỳnh Ly,MONG QUẢN LÝ THỊ TRƯỜNG VÀO BẮT HÀNG CỦA CHỊ TRANG MẮM TÔM.
1642518657-2341,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nigirisushi Kitkatmatcha,Tính boom mà sợ
1642518657-2333,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Trại Dế Tây Ninh,https://www.facebook.com/kasynlove/ mn vô like page tây ninh nha
1642518657-2289,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Lê Thị Tường Vi,"Cho e 10 bộ , với ít tiền đi chị , ship đâu cũng đc nè , nghe bảo chị nhiều tiền lắm . Kh ấy chị tặng e ít tiêu Tết đi ốlala"
1642518657-2297,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyễn Thị Kim Ngọc,xuân này trang kh về
1642518657-2260,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Tuấn Ninh Bình,"mới mua cái áo mickey chưa mặc 1 lần, cần pass lại giá rẻ. mình ở quận 4"
1642518657-2263,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Trần Nguyễn Hoàng Ánh,"dịu dàng nền nã mà đi quánh người ta vậy đó, giang hồ mà bày đặt giả nai"
1642518657-2302,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Ngóc Nghếch,Áo c tramg bán Danh để lam mẹ thiện ha ko c
1642518657-2249,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Gà Tần,mua xong bị dựt khẩu trang đánh dập lòn không :))
1642518657-2257,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Hạ Còn Vương Nắng,"T Nemo trước đây nó làm gái masa, gái bia ôm, xong sau này có vốn ra buôn bán mở shop, nhập 1 bán 10 nên mới giàu sụ vậy, hồi nghe đâu đi với nó giá 1 cuốc 6-7 trăm, :)) ai mà chả biết con này, ăn nằm biết bao nhiêu người, dơ bẩn"
1642518657-2268,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Chun Nguyễn,Nam mô a di đà phật
1642518657-2343,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyễn Văn Thọ,Thầy ông nội ở đâu..
1642518657-2325,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Tâm Vòng,Có bán giáp hồi sinh k? :)))
1642518657-2311,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Tạ Hiền Thúy,Méo ai mua
1642518657-2370,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Vũ Hoàng Đức,Trang nghĩ thế nào nếu con  Trang bị mồ côi Cha lẫn Mẹ  . Âu thì Chuẩn bị  cho cháu  là vừa  .  . Lên  đồ hết rồi  . Đợi  giám tích nữa  là đi đó  Trang  ơi  .
1642518657-2319,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Lý Thanh Hào,Chuẩn bị nằm mộ mà cũng còn bán hả Nemo
1642518657-2378,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Phương Thảo,Hóng chủ shop được chốt đơn như Mike Hường
1642518657-2254,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Thảo Nguyễn,Có ao mickey ko chị
1642518657-2251,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Phương Thảo Eyelash,Báo cáo đi cả nhà
1642518657-2248,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Đinh Văn Hưng,Trang nam mô
1642518657-2255,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyễn Ngọc Huyền,C có tiền nằm viện chưa chị? Hỏi vậy thôi chứ em cũng k có tiền cho c đâu
1642518657-2298,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Thanh Binh,Kì này ăn tết sớm luôn:))))
1642518657-2304,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyễn Nhân,"Mặc vào có ""dịu dàng"" như chủ shop ko ạ"
1642518657-2336,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Thanh Nguyen,Con idul đây hả
1642518657-2239,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Hồng Chiri,Chúc c sớm dẹp tiệm :))
1642518657-2314,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Ngọc Ngà,Có bán bộ này k chị
1642518657-2242,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Châu Tinh Phát,Có mẫu này không chị… Có thì ship cho em vài bộ cho NV của chị mặc ăn tếch’s
1642518657-2361,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Tien Luu,Duong Gia Nhi boom hàng kh em
1642518657-2326,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Hychodict Mallate Tracey,đồ dịu dàng nền nã mà chị mặc lên nó không dịu được miếng nào hết á :((? ảo thật đấy
1642518657-2315,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Ngọc Thảo,chưa chết hả c
1642518657-2285,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Văn Tuyền,Shop giang hồ lưu manh
1642518657-2261,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Ái Liên,Đồ của shop dịu dàng nền nã mà sao chủ shop với nvien shop côn đồ quá z :<
1642518657-2295,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nhất Tone,Hồ Văn Kỳ  ráng mua nè hổng mua bị quánh ứ
1642518657-2369,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyễn Tuệ Linh,"Chị Trang nemo này giàu rồi ít đơn chị cũng ko nghèo đi.  Nên các chị đưng làm giàu cho chị ý nữa. Hãy mua hàng cho những người khác nghèo hơn đi ạ, xem mua dược mỹ phẩm bên em nha."
1642518657-2270,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Phạm Duy,Shop có mua giáp hồi sinh không . Em có bán nha . Em bán đúng giá không thấy người hoạn nạn mak trục lợi
1642518657-2262,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Thái Thị Thùy An,"Em mua mà trả giá có bị dựt khẩu trang đánh văng cl, bầm con mắt không chị :(("
1642518657-2345,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Ngọc Huyền,Gậy ông đập lưng ông. Tính hại người giờ bị nghiệp quật
1642518657-2350,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Ý Đào Như,ỦA . ĐÃ CÓ AI KHÁM XÉT KIỂM TRA HÀNG HOÁ NHƯ VỤ MAI HƯỜNG Ở THANH HOÁ CHƯA. MẤY ĂN NỘI MÀ KHÔNG KIỂM TRA THÌ BAO CHE NHẬN HỐI LỘ RỒI ĐÓ. KHÁCH HÀNG LÀ THƯỢNG ĐẾ. MÀ QUA VỤ NÀY THẤY NHÂN VIÊN SHOP MẤT DẠY QUÁ. CÔN ĐỒ
1642518657-2258,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Tun Con,Shop ơi có bán áo này ko
1642518657-2308,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Trần Xuân,"Chuyển qua đòi nợ thuê đi chị. Chứ bán q áo song zụ này k ai giám tới quán đâu, nhỡ chê xấu bị đánh te tua"
1642518657-2240,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Thiên Hoàng,Em bom hàng được không chị
1642518657-2246,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyễn Thị Thuỷ Tiên,:)) có mua đồ shop ngta lần nào chưa mà đòi tẩy chay :))) cừi ẻ
1642518657-2267,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Hà Rose,Bà chuyển qua làm giang hồ cho đúng chuyên môn đi chứ bán đồ chi nữa
1642518657-2365,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Tống Mỹ Nhân,trang Nam Mô A Di Đà Phật
1642518657-2367,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Khai My Duong,Ghep ob
1642518657-2243,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Hàa Linhh,bán áo giống a này k c iu
1642518657-2241,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Ngọc Phương,"Nhìn nên nã dịu dàng mà chủ shop k có nền nã dịu   dàng, chủ tóp thích thể hiện quá"
1642518657-2332,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Thuỳy Dươngg Lens,Hong Ngoc Pham vào đọ cười ẻ lun :))
1642518657-2272,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Bằng Trần,Có áo cà sa hong ạ
1642518657-2287,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyên Miinhh,Xuân này Trang không về :)) là có thiệc
1642518657-2334,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyen Thi Yen Nhi,Ò dị ó hỏ
1642518657-2253,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Lê Văn Lương,Trang mô mô
1642518657-2306,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Pham Nhu Bao Tai,Trang cặc làng
1642518657-2310,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Khánh Linh,nhà em bán xe lăn nhé chị mua ủng hộ em vài chiếc dự phòng đi
1642518657-2349,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyễn Phương,mua rồi boom thoaii
1642518657-2356,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Long Tran,Kính chống ánh sáng xanh có chứng nhận KC của chính phủ
1642518657-2359,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Linh Nguyen,Ủa còn mã hàng gì nữa đăng nốt.. k quản lí thị trường vào kiểm tra chốt đơn mà nghỉ tết sớm
1642518657-2264,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Thủy Hoàng,"Ủa rồi mắc gì bà kia k quen k biết đi theo con kìa làm gì để bị đánh ,người ta nói rồi ngu thì chết"
1642518657-2347,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Duy Mạnh,Như cl
1642518657-2300,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Mỹ Vi,Cho em 10 bộ ship đi đâu thì ship
1642518657-2293,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Hiền Bé,Hồi trưa xem quả clip của bà này thấy cách hành xử chả ra làm xao còn làm bộ tử tế quay lên mạng là 1 sai lầm
1642518657-2368,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Dũng Hùng,Tẩy chay shop Trang NeMo
1642518657-2335,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nhật Vi,Thu HangLương Bảo Ngọc mua đồ đi bà
1642518657-2280,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Hán Tiến Phi,Drama cập nhật mới nhất trang nemo và trần my nha mn
1642518657-2252,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Anh Lanh Chanh,Dẹp tiệm đi máa
1642518657-2360,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Đỗ Minh Thành,Mẫu pijama sọc xanh trắng này rất hót không biết Shop đã chuẩn bị hàng để chốt đơn chưa
1642518657-2322,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Thanh Thao,nemo adidatu
1642518657-2355,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Giàng Milô,Kbsv
1642518657-2238,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Page này chuyên để com mần dạo,Hóng chủ shop được chốt đơn như Mike Hường
1642518657-2337,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Huệ Mẫn,dịu dàng nền nã
1642518657-2328,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Thành Minh,Cho em mua 5 bộ về cắt cho con chó nhà em mặc với ạ
1642518657-2354,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyễn Linh,TẨY CHAY TRANG NEMO
1642518657-2330,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Bang Linn,Mua shoppe rẻ hoen
1642518657-2296,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nguyễn Phương,Chị ổn k chị có cần em j báo em để em gọi mấy chú công an nha
1642518657-2363,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Hương Ngân,Ai zú bé cấm mua hàng. .riêng zú bự đưojc mua .miễn ship
1642518657-2275,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Đặng Bé,Chốt đơn chỉ sau một đêm như shop Mai Hường cho kinh
1642518657-2271,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Ngô Khang,Hóng chủ shop nhập đồ tù về nhốt mấy con bede lại và khắc nghiệp cho Trang Nam Mô
1642518657-2372,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Lưu Ly Phung,Mặc mình đi má rồi kêu dòng họ mày dũa lại nết cho má đi . Để đức cho con mayt đi
1642518657-2317,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Sam Anh,Năm nay ai bán quần áo cũng hung lắm. Toàn thấy đánh ng ghê thật
1642518657-2269,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Duy Manh Nguyen,Cục Thuế TP. Hồ Chí Minh
1642518657-2366,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Phạm Dũng,đm nhân viên như mấy thg giang hồ chợ búa chủ nào tớ nấy
1642518657-2342,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Thảo Thanh Thảo,Làm Giang Hồ cho đúng bản chất kkk
1642518657-2284,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Du Chu,Tẩy chay shop nay !
1642518657-2371,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Linh Vũ,Có tài mà k có Đức cũng vất em ạ
1642518657-2303,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Nhựt Đang,Mẫu mới nè chị nhập về vài Lô mặt Thử đi Sao này Khỏi Bở ngở
1642518657-2362,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Minh Phan,Ăn được gì tranh thủ ăn đi
1642518657-2329,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Bé Quyển Nguyển,Nghe tên con này tao chạy mất dép
1642518657-2256,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Sa Vào Đường LINK,Đóng vai chính mà để nguyên team đi tìm mình là shao. Phim này nè: https://bit.ly/3A7JmFa
1642518657-2247,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Dương Tùng,Cb đi xa nhé trang ..cứ giấy mà trên 15% thương tật thì xác định trang đầu vụ hơi căng nhé =]]
1642518657-2283,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Kiều Phong,Tẩy chay shop nay !
1642518657-2278,https://www.facebook.com/TrangNemo2021/posts/469569254568632,Vương Ngọc Minh,"""Mời bị cáo Trang đứng lên nghe tòa tuyên án"" thu âm nghe dần đi là vừa !"
1642517901-1924,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Han Phạm,Lấy em 5 bộ ship tịnh thất bồng lai
1642517901-1915,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Trần Yến Nhi,Sao khác nhau dị:<<<<
1642517901-1917,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Vân Em Yêu's,"Ai còn dám mua hàng shop trang nữa, sợ bị hành hung bỏ mịa =))"
1642517901-1911,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Ho Duy Bao,Mẩu này mới đẹp nè
1642517901-1890,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Hoang Phạm,Chủ shop chơi chiêu quá tàn độc. Quả này thân bại danh liệt chắc luôn
1642517901-1927,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Nguyễn Minh Phương,shop phá sản chưa z???
1642517901-1921,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Lê Thị Thuỳ Dung,Để em 10 bộ ship đâu thì ship :))
1642517901-1907,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Trương Thúy Oanh,Cố tỏ ra là mình ổn nhưng sâu bên trong là biển rộng
1642517901-1938,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Trọng Nhân,Mình cấm bạn gái mình đến mua vì nó có tật hay trả giá...lỡ bị mấy cha vú bự đánh hội đồng thì biết tính sao tại mình không phải giang hồ...
1642517901-1933,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Cậu Út,Nhìn cũng xinh nhưng mà cái nết nhân viên không ưa hung dữ.côn đồ.cho nên đồ đẹp đến mấy khách hàng xem cũng như rác
1642517901-1903,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Hoàng Gabi,Có áo này hong c ơii
1642517901-1906,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Tây Lin,Mình ko đứng về khía cạnh TM hay TNM gì đó cả. Hình như TNM này nhỏ hơn mình 1t xin phép gọi là bé. Bé trang này tính ra có tài nhưng có vẻ chưa học hết môn đạo đức làm người. Trong chuyện này thấy cô bé này đáng thương nhất. Thân làm phụ nữ có tài nằm… Xem thêm
1642517901-1934,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Nguyễn Duy Hải Đăng,Chối hộ
1642517901-1898,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Nguyễn Kiều,Dem ve tự mac lun di shop oi .giang ho qua ai dam mua kk
1642517901-1932,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Tạ Thị Hà,"Mặt mũi bơm be bét, mũi làm mắt làm môi làm. Bts ng fake quần áo fake nữa."
1642517901-1910,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Dương Thị Hồng Thủy,Có áo in ảnh chuột mickey kh ạ
1642517901-1896,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Mỹ Xuân,Bộ này hợp hơn trang ơi
1642517901-1899,https://www.facebook.com/TrangNemo2021/posts/469676627891228,NT Mai Thảo,Để mặc đi chị
1642517901-1912,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Trần Hải Đang,Em mua cặp dúuuuu của chị quyền quy giá cả sao vậy chị
1642517901-1892,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Bông Bin Bún,Nếu đc ỉa vào shop trang chắc nhiều người tình nguyện lắm
1642517901-1900,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Trần Thị Ánh Tuyết,chị có bán áo chị khanh mặc khummm em mới muaaaaaa :))))
1642517901-1909,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Hung Dang,Shop thời trang yang hồ à :))
1642517901-1904,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Bi Nguyễn,Sẵn sàng chưa chị yêu
1642517901-1913,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Hoàng Phương Thảo,c ơi có bộ đồ nào mặc đi quánh lộn ngầu nhất kh ạ
1642517901-1908,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Lèo Bún,Lấy e 10 bộ ship tận quán chị cho mấy Anh Yang Hồ mặc !
1642517901-1939,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Nguyễn Thị Lan Anh,Tết này mang tiền về cho mẹ đừng mang tiền án về cho mẹ
1642517901-1914,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Trần Thị Kim Hằng,Gửi e 1 bộ kịp tết e đi quánh lộn ạ
1642517901-1916,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Lê Trúc Vy,"Ủa nào giờ vô shop chị mua là phải cởi khẩu trang và khai đầy đủ họ tên phải không ạ??? Để em biết em mần cái mặt cho đẹp đẹp, chứ giờ dịch mang khẩu trang xuyên suốt nên e không quánh son, lỡ bắt cở kt em mắc cỡ"
1642517901-1923,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Thao Niê,Xuân này trang k về
1642517901-1929,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Phạm Long,Nghỉ tết sớm đi nha Trang Ô mÔ
1642517901-1925,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Quốc Cườngg,Lấy em 10 bộ ship quận 8
1642517901-1935,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Harry Phúc,Mặc sai bộ rồi mặc bộ này mới đúng nek
1642517901-1931,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Anh Tram,"bán đồ fake đó. Ko biết nhập hàng có khai báo Hải Quan hay đóng thuế má gì chưa nữa ? Hóng vụ này CA kinh tế và Cục QLTT ra tay hốt cả đám ""ăn dơ"" vô tù. Hoặc nhẹ tịch thu, kê biên tài sản nó đi."
1642517901-1936,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Duy Anh,Bộ này còn ko ạ
1642517901-1922,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Trần Thị Ngọc Yến,mặc lên ai hỏi bảo quần áo shop trang nemo nó có mà ỉa vào kkkkk
1642517901-1895,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Thu Hà,"Thấy My hiền tính bắt nạt, tính gài My tự nhận mình bán hàng fake, bà Khanh thấy bất bình bà lên tiếng. Mụ Trang tức vì bị bà Khanh phá, quay ra làm khó b Khanh, cắt ngang hỏi tên tuổi, giựt khẩu trang chỉ đợi b Khanh bật cái là lao vào. T lại méo thấy… Xem thêm"
1642517901-1894,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Dinh Nguyen,Shop nên đóng cửa đi.toàn Giang hồ bê đê bán hàng ai dám mu
1642517901-1918,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Tuyết Tròn,Đổi tên thành trang nam mô cho bớt khẩu nghiệp nha chị gái:3
1642517901-1905,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Turtle Prồ,Coi sale lẹ lẹ đi !!! Không là không còn cơ hội đó
1642517901-1891,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Nguyễn Thị Ngọc Hà,Shop phá sản chưa chị
1642517901-1897,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Trịnh Hùng,Giật khẩu trang lần 2 còn thả cho bọn đánh nó á trang. T nói trang này bất kể m là ai và sau m có ai bảo kê chứ t dân thường đấy nhưng t đảm bảo là t sách được 15 mạng xuống hố luôn nhé pháp luật k làm gì được thì để xã hội dậy. Cái loại mất dậy như m … Xem thêm
1642517901-1928,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Tuệ Mẫn,Chị bán đồ mà cái nết chị kì quá c chang nấm mộ
1642517901-1893,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Đào Trần,"Mất đạo đức, tẩy chay Trang Nemo, hi vọng pháp luật sẽ làm triệt vụ này để bà chủ và bọn nhân viên không còn ngông cuồng lộng hành nữa. Tự làm tự chịu, nhân quả báo ứng"
1642517901-1919,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Võ Tường Vũ,Nãy bị mẹ tẩn cho 1 trận vì mua hàng TNM. Mn nghĩ em nên boom hay nhận ạ
1642517901-1926,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Tiên Tiên,"Ngta qua xin lỗi rồi,bắt ngta đứng trc live xloi ngta cũng làm luôn.Rồi còn bắt ngta tự nhận bán hàng fake trên live của mình..Ủa alo..alo Trang nê mô ủa nhầm Trang Nam Mô oy..Má thiên hạ hả c"
1642517901-1920,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Mỹ Trinh,Sau hôm nay không thấy chị live ạ
1642517901-1937,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Võ Thế Thịnh,"""Kính thưa hội đồng xét xử, trong lúc nóng giận bị cáo đã ko kiểm soát được hành vi của mình, gây hậu quả nghiêm trọng đối với bị hại và mất an ninh trật tự xã hội. Kính mong HĐXX xem xét, giảm nhẹ hình phạt để bị cáo sớm quay về với gia đình và xã hội”"
1642517901-1901,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Nguyễn Thị Ngọc Nhi,Chắc có nhiều đứa bôm hàng lắm đây
1642517901-1902,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Mit Thi,Chủ shop ơi sao nv của mày cái nết ko có hết vậy kiểu này tổ bê ko độ nổi  rùi
1642517901-1930,https://www.facebook.com/TrangNemo2021/posts/469676627891228,Tu Nguyen,Xinh quá c yêu của em
